job_id,title,company,location,experience,salary,skills,description
3359,DevOps Engineer,Databricks,Remote,1-3 years,21 LPA,"terraform, jenkins, ci/cd, git, aws, linux, kubernetes, prometheus, ansible","We are hiring a DevOps Engineer at Databricks (Remote). Experience: 1-3 years. Required skills: terraform, jenkins, ci/cd, git, aws, linux, kubernetes, prometheus, ansible. Responsibilities include designing, building and deploying production systems using terraform, jenkins, ci/cd, git. Strong problem solving, communication and ownership expected."
3360,QA Automation Engineer,CRED,Singapore,2-4 years,$212K,"selenium, java, python, testng, cypress, leadership, problem solving","We are hiring a QA Automation Engineer at CRED (Singapore). Experience: 2-4 years. Required skills: selenium, java, python, testng, cypress, leadership, problem solving. Responsibilities include designing, building and deploying production systems using selenium, java, python, testng. Strong problem solving, communication and ownership expected."
3361,iOS Developer,Amazon,"Berlin, Germany",1-3 years,$107K,"xcode, swift, ios, objective-c, rest api, scrum","We are hiring a iOS Developer at Amazon (Berlin, Germany). Experience: 1-3 years. Required skills: xcode, swift, ios, objective-c, rest api, scrum. Responsibilities include designing, building and deploying production systems using xcode, swift, ios, objective-c. Strong problem solving, communication and ownership expected."
3362,Computer Vision Engineer,Capgemini,"London, UK",5-8 years,$157K,"pytorch, opencv, deep learning, tensorflow, computer vision, cuda, agile","We are hiring a Computer Vision Engineer at Capgemini (London, UK). Experience: 5-8 years. Required skills: pytorch, opencv, deep learning, tensorflow, computer vision, cuda, agile. Responsibilities include designing, building and deploying production systems using pytorch, opencv, deep learning, tensorflow. Strong problem solving, communication and ownership expected."
3363,Data Scientist,Razorpay,Pune,0-1 years,32 LPA,"pandas, matplotlib, machine learning, numpy, python, deep learning, scikit-learn, sql, nlp, problem solving, communication, leadership","We are hiring a Data Scientist at Razorpay (Pune). Experience: 0-1 years. Required skills: pandas, matplotlib, machine learning, numpy, python, deep learning, scikit-learn, sql, nlp, problem solving, communication, leadership. Responsibilities include designing, building and deploying production systems using pandas, matplotlib, machine learning, numpy. Strong problem solving, communication and ownership expected."
3364,QA Automation Engineer,Atlassian,Chennai,3-5 years,53 LPA,"selenium, jira, java, testng, ci/cd, cypress, agile, aws","We are hiring a QA Automation Engineer at Atlassian (Chennai). Experience: 3-5 years. Required skills: selenium, jira, java, testng, ci/cd, cypress, agile, aws. Responsibilities include designing, building and deploying production systems using selenium, jira, java, testng. Strong problem solving, communication and ownership expected."
3365,SRE,Ola,Noida,3-5 years,38 LPA,"terraform, prometheus, incident response, python, grafana, problem solving, scrum","We are hiring a SRE at Ola (Noida). Experience: 3-5 years. Required skills: terraform, prometheus, incident response, python, grafana, problem solving, scrum. Responsibilities include designing, building and deploying production systems using terraform, prometheus, incident response, python. Strong problem solving, communication and ownership expected."
3366,Product Analyst,Oracle,Gurgaon,8+ years,49 LPA,"communication, python, ab testing, statistics, sql, tableau","We are hiring a Product Analyst at Oracle (Gurgaon). Experience: 8+ years. Required skills: communication, python, ab testing, statistics, sql, tableau. Responsibilities include designing, building and deploying production systems using communication, python, ab testing, statistics. Strong problem solving, communication and ownership expected."
3367,Cloud Engineer,Google,Pune,0-1 years,44 LPA,"docker, linux, kubernetes, gcp, terraform, azure, aws, communication","We are hiring a Cloud Engineer at Google (Pune). Experience: 0-1 years. Required skills: docker, linux, kubernetes, gcp, terraform, azure, aws, communication. Responsibilities include designing, building and deploying production systems using docker, linux, kubernetes, gcp. Strong problem solving, communication and ownership expected."
3368,iOS Developer,Stripe,Mumbai,8+ years,60 LPA,"ios, objective-c, swift, xcode, rest api, docker, problem solving, leadership","We are hiring a iOS Developer at Stripe (Mumbai). Experience: 8+ years. Required skills: ios, objective-c, swift, xcode, rest api, docker, problem solving, leadership. Responsibilities include designing, building and deploying production systems using ios, objective-c, swift, xcode. Strong problem solving, communication and ownership expected."
3369,SRE,NVIDIA,Remote,2-4 years,7 LPA,"grafana, python, aws, linux, prometheus, incident response, kubernetes, terraform, docker, git","We are hiring a SRE at NVIDIA (Remote). Experience: 2-4 years. Required skills: grafana, python, aws, linux, prometheus, incident response, kubernetes, terraform, docker, git. Responsibilities include designing, building and deploying production systems using grafana, python, aws, linux. Strong problem solving, communication and ownership expected."
3370,Product Analyst,CRED,Gurgaon,0-1 years,21 LPA,"statistics, communication, sql, ab testing, excel, python, tableau, agile, aws, docker","We are hiring a Product Analyst at CRED (Gurgaon). Experience: 0-1 years. Required skills: statistics, communication, sql, ab testing, excel, python, tableau, agile, aws, docker. Responsibilities include designing, building and deploying production systems using statistics, communication, sql, ab testing. Strong problem solving, communication and ownership expected."
3371,Full Stack Developer,Salesforce,"New York, USA",8+ years,$249K,"mongodb, react, docker, express, typescript, javascript, node.js, linux, scrum, aws","We are hiring a Full Stack Developer at Salesforce (New York, USA). Experience: 8+ years. Required skills: mongodb, react, docker, express, typescript, javascript, node.js, linux, scrum, aws. Responsibilities include designing, building and deploying production systems using mongodb, react, docker, express. Strong problem solving, communication and ownership expected."
3372,Security Engineer,Databricks,"New York, USA",2-4 years,$115K,"docker, linux, networking, aws, python, penetration testing","We are hiring a Security Engineer at Databricks (New York, USA). Experience: 2-4 years. Required skills: docker, linux, networking, aws, python, penetration testing. Responsibilities include designing, building and deploying production systems using docker, linux, networking, aws. Strong problem solving, communication and ownership expected."
3373,NLP Engineer,Mistral AI,Pune,8+ years,34 LPA,"nltk, pytorch, spacy, nlp, bert, transformers, rag, huggingface, python, llm, linux","We are hiring a NLP Engineer at Mistral AI (Pune). Experience: 8+ years. Required skills: nltk, pytorch, spacy, nlp, bert, transformers, rag, huggingface, python, llm, linux. Responsibilities include designing, building and deploying production systems using nltk, pytorch, spacy, nlp. Strong problem solving, communication and ownership expected."
3374,Backend Developer,Flipkart,Mumbai,3-5 years,51 LPA,"postgresql, aws, redis, rest api, flask, docker, fastapi, communication","We are hiring a Backend Developer at Flipkart (Mumbai). Experience: 3-5 years. Required skills: postgresql, aws, redis, rest api, flask, docker, fastapi, communication. Responsibilities include designing, building and deploying production systems using postgresql, aws, redis, rest api. Strong problem solving, communication and ownership expected."
3375,Backend Developer,Zoho,Bangalore,3-5 years,41 LPA,"fastapi, flask, redis, aws, postgresql, docker, rest api, python, django, agile","We are hiring a Backend Developer at Zoho (Bangalore). Experience: 3-5 years. Required skills: fastapi, flask, redis, aws, postgresql, docker, rest api, python, django, agile. Responsibilities include designing, building and deploying production systems using fastapi, flask, redis, aws. Strong problem solving, communication and ownership expected."
3376,Data Analyst,Databricks,"San Francisco, USA",5-8 years,$152K,"python, pandas, tableau, statistics, sql, excel, problem solving","We are hiring a Data Analyst at Databricks (San Francisco, USA). Experience: 5-8 years. Required skills: python, pandas, tableau, statistics, sql, excel, problem solving. Responsibilities include designing, building and deploying production systems using python, pandas, tableau, statistics. Strong problem solving, communication and ownership expected."
3377,NLP Engineer,Mistral AI,"London, UK",3-5 years,$248K,"huggingface, transformers, bert, llm, pytorch, spacy, nlp, rag, python, nltk, scrum, docker","We are hiring a NLP Engineer at Mistral AI (London, UK). Experience: 3-5 years. Required skills: huggingface, transformers, bert, llm, pytorch, spacy, nlp, rag, python, nltk, scrum, docker. Responsibilities include designing, building and deploying production systems using huggingface, transformers, bert, llm. Strong problem solving, communication and ownership expected."
3378,MLOps Engineer,Apple,"New York, USA",5-8 years,$223K,"python, docker, airflow, mlops, terraform, ci/cd, kubernetes, aws, mlflow, git","We are hiring a MLOps Engineer at Apple (New York, USA). Experience: 5-8 years. Required skills: python, docker, airflow, mlops, terraform, ci/cd, kubernetes, aws, mlflow, git. Responsibilities include designing, building and deploying production systems using python, docker, airflow, mlops. Strong problem solving, communication and ownership expected."
3379,Data Engineer,CRED,Mumbai,0-1 years,25 LPA,"spark, aws, snowflake, python, sql, kafka, hadoop, pyspark, dbt, airflow, agile","We are hiring a Data Engineer at CRED (Mumbai). Experience: 0-1 years. Required skills: spark, aws, snowflake, python, sql, kafka, hadoop, pyspark, dbt, airflow, agile. Responsibilities include designing, building and deploying production systems using spark, aws, snowflake, python. Strong problem solving, communication and ownership expected."
3380,Android Developer,SAP,Chennai,8+ years,55 LPA,"android, jetpack compose, kotlin, rest api, firebase, java, docker, leadership, linux","We are hiring a Android Developer at SAP (Chennai). Experience: 8+ years. Required skills: android, jetpack compose, kotlin, rest api, firebase, java, docker, leadership, linux. Responsibilities include designing, building and deploying production systems using android, jetpack compose, kotlin, rest api. Strong problem solving, communication and ownership expected."
3381,DevOps Engineer,Cohere,"Dublin, Ireland",3-5 years,$81K,"jenkins, git, linux, ansible, kubernetes, ci/cd, prometheus, terraform, docker, problem solving, aws","We are hiring a DevOps Engineer at Cohere (Dublin, Ireland). Experience: 3-5 years. Required skills: jenkins, git, linux, ansible, kubernetes, ci/cd, prometheus, terraform, docker, problem solving, aws. Responsibilities include designing, building and deploying production systems using jenkins, git, linux, ansible. Strong problem solving, communication and ownership expected."
3382,Machine Learning Engineer,Apple,Bangalore,5-8 years,16 LPA,"airflow, scikit-learn, tensorflow, kubernetes, sagemaker, pytorch, aws, python, agile, scrum","We are hiring a Machine Learning Engineer at Apple (Bangalore). Experience: 5-8 years. Required skills: airflow, scikit-learn, tensorflow, kubernetes, sagemaker, pytorch, aws, python, agile, scrum. Responsibilities include designing, building and deploying production systems using airflow, scikit-learn, tensorflow, kubernetes. Strong problem solving, communication and ownership expected."
3383,Product Analyst,Scale AI,Bangalore,1-3 years,40 LPA,"ab testing, communication, statistics, sql, excel, linux, aws","We are hiring a Product Analyst at Scale AI (Bangalore). Experience: 1-3 years. Required skills: ab testing, communication, statistics, sql, excel, linux, aws. Responsibilities include designing, building and deploying production systems using ab testing, communication, statistics, sql. Strong problem solving, communication and ownership expected."
3384,iOS Developer,SAP,"Berlin, Germany",8+ years,$215K,"ios, rest api, xcode, objective-c, swift, linux","We are hiring a iOS Developer at SAP (Berlin, Germany). Experience: 8+ years. Required skills: ios, rest api, xcode, objective-c, swift, linux. Responsibilities include designing, building and deploying production systems using ios, rest api, xcode, objective-c. Strong problem solving, communication and ownership expected."
3385,Data Engineer,HCL,"Dublin, Ireland",5-8 years,$95K,"python, etl, airflow, snowflake, dbt, git, docker, aws","We are hiring a Data Engineer at HCL (Dublin, Ireland). Experience: 5-8 years. Required skills: python, etl, airflow, snowflake, dbt, git, docker, aws. Responsibilities include designing, building and deploying production systems using python, etl, airflow, snowflake. Strong problem solving, communication and ownership expected."
3386,AI Research Engineer,ServiceNow,Gurgaon,5-8 years,15 LPA,"llm, rag, research, pytorch, huggingface, python, deep learning, transformers, aws, communication, scrum","We are hiring a AI Research Engineer at ServiceNow (Gurgaon). Experience: 5-8 years. Required skills: llm, rag, research, pytorch, huggingface, python, deep learning, transformers, aws, communication, scrum. Responsibilities include designing, building and deploying production systems using llm, rag, research, pytorch. Strong problem solving, communication and ownership expected."
3387,LLM Engineer,Oracle,Gurgaon,2-4 years,31 LPA,"fastapi, transformers, huggingface, langchain, openai, llm, rag, pinecone, git, docker","We are hiring a LLM Engineer at Oracle (Gurgaon). Experience: 2-4 years. Required skills: fastapi, transformers, huggingface, langchain, openai, llm, rag, pinecone, git, docker. Responsibilities include designing, building and deploying production systems using fastapi, transformers, huggingface, langchain. Strong problem solving, communication and ownership expected."
3388,Cloud Engineer,Uber,"Toronto, Canada",5-8 years,$149K,"gcp, terraform, linux, docker, ci/cd, kubernetes, azure, aws, scrum, problem solving","We are hiring a Cloud Engineer at Uber (Toronto, Canada). Experience: 5-8 years. Required skills: gcp, terraform, linux, docker, ci/cd, kubernetes, azure, aws, scrum, problem solving. Responsibilities include designing, building and deploying production systems using gcp, terraform, linux, docker. Strong problem solving, communication and ownership expected."
3389,MLOps Engineer,Meta,Chennai,3-5 years,17 LPA,"terraform, aws, mlops, sagemaker, ci/cd, docker, kubernetes, mlflow, scrum","We are hiring a MLOps Engineer at Meta (Chennai). Experience: 3-5 years. Required skills: terraform, aws, mlops, sagemaker, ci/cd, docker, kubernetes, mlflow, scrum. Responsibilities include designing, building and deploying production systems using terraform, aws, mlops, sagemaker. Strong problem solving, communication and ownership expected."
3390,Android Developer,Paytm,"Toronto, Canada",1-3 years,$141K,"kotlin, java, rest api, android, jetpack compose, problem solving, leadership, agile","We are hiring a Android Developer at Paytm (Toronto, Canada). Experience: 1-3 years. Required skills: kotlin, java, rest api, android, jetpack compose, problem solving, leadership, agile. Responsibilities include designing, building and deploying production systems using kotlin, java, rest api, android. Strong problem solving, communication and ownership expected."
3391,Data Scientist,Shopify,Delhi NCR,2-4 years,35 LPA,"python, nlp, machine learning, deep learning, matplotlib, scikit-learn, pandas, statistics, sql, aws, leadership","We are hiring a Data Scientist at Shopify (Delhi NCR). Experience: 2-4 years. Required skills: python, nlp, machine learning, deep learning, matplotlib, scikit-learn, pandas, statistics, sql, aws, leadership. Responsibilities include designing, building and deploying production systems using python, nlp, machine learning, deep learning. Strong problem solving, communication and ownership expected."
3392,Android Developer,Zomato,Remote,3-5 years,52 LPA,"android, kotlin, java, jetpack compose, rest api, firebase, git, aws, leadership","We are hiring a Android Developer at Zomato (Remote). Experience: 3-5 years. Required skills: android, kotlin, java, jetpack compose, rest api, firebase, git, aws, leadership. Responsibilities include designing, building and deploying production systems using android, kotlin, java, jetpack compose. Strong problem solving, communication and ownership expected."
3393,Product Analyst,Capgemini,Delhi NCR,1-3 years,40 LPA,"statistics, python, tableau, communication, ab testing, excel","We are hiring a Product Analyst at Capgemini (Delhi NCR). Experience: 1-3 years. Required skills: statistics, python, tableau, communication, ab testing, excel. Responsibilities include designing, building and deploying production systems using statistics, python, tableau, communication. Strong problem solving, communication and ownership expected."
3394,Java Developer,NVIDIA,Remote,0-1 years,8 LPA,"microservices, rest api, docker, spring, sql, java, aws, kafka, scrum","We are hiring a Java Developer at NVIDIA (Remote). Experience: 0-1 years. Required skills: microservices, rest api, docker, spring, sql, java, aws, kafka, scrum. Responsibilities include designing, building and deploying production systems using microservices, rest api, docker, spring. Strong problem solving, communication and ownership expected."
3395,Frontend Developer,Accenture,Gurgaon,0-1 years,19 LPA,"redux, tailwind, css, javascript, html, react, problem solving, scrum, leadership","We are hiring a Frontend Developer at Accenture (Gurgaon). Experience: 0-1 years. Required skills: redux, tailwind, css, javascript, html, react, problem solving, scrum, leadership. Responsibilities include designing, building and deploying production systems using redux, tailwind, css, javascript. Strong problem solving, communication and ownership expected."
3396,SRE,OpenAI,Pune,1-3 years,29 LPA,"kubernetes, prometheus, linux, terraform, aws, python, incident response, grafana, problem solving, leadership, communication","We are hiring a SRE at OpenAI (Pune). Experience: 1-3 years. Required skills: kubernetes, prometheus, linux, terraform, aws, python, incident response, grafana, problem solving, leadership, communication. Responsibilities include designing, building and deploying production systems using kubernetes, prometheus, linux, terraform. Strong problem solving, communication and ownership expected."
3397,Recommendation Systems Engineer,Cohere,Mumbai,3-5 years,32 LPA,"sql, aws, python, machine learning, recommendation system, tensorflow, agile, leadership","We are hiring a Recommendation Systems Engineer at Cohere (Mumbai). Experience: 3-5 years. Required skills: sql, aws, python, machine learning, recommendation system, tensorflow, agile, leadership. Responsibilities include designing, building and deploying production systems using sql, aws, python, machine learning. Strong problem solving, communication and ownership expected."
3398,Security Engineer,Uber,"London, UK",3-5 years,$250K,"aws, linux, penetration testing, python, networking, docker, problem solving, scrum","We are hiring a Security Engineer at Uber (London, UK). Experience: 3-5 years. Required skills: aws, linux, penetration testing, python, networking, docker, problem solving, scrum. Responsibilities include designing, building and deploying production systems using aws, linux, penetration testing, python. Strong problem solving, communication and ownership expected."
3399,Database Administrator,OpenAI,"Toronto, Canada",1-3 years,$245K,"linux, mysql, mongodb, backup, sql, oracle, postgresql, communication, scrum","We are hiring a Database Administrator at OpenAI (Toronto, Canada). Experience: 1-3 years. Required skills: linux, mysql, mongodb, backup, sql, oracle, postgresql, communication, scrum. Responsibilities include designing, building and deploying production systems using linux, mysql, mongodb, backup. Strong problem solving, communication and ownership expected."
3400,Business Analyst,AMD,"Toronto, Canada",8+ years,$212K,"agile, jira, excel, tableau, stakeholder management, communication, sql, power bi, docker","We are hiring a Business Analyst at AMD (Toronto, Canada). Experience: 8+ years. Required skills: agile, jira, excel, tableau, stakeholder management, communication, sql, power bi, docker. Responsibilities include designing, building and deploying production systems using agile, jira, excel, tableau. Strong problem solving, communication and ownership expected."
3401,Backend Developer,NVIDIA,Singapore,2-4 years,$172K,"django, rest api, python, redis, aws, docker, leadership, linux","We are hiring a Backend Developer at NVIDIA (Singapore). Experience: 2-4 years. Required skills: django, rest api, python, redis, aws, docker, leadership, linux. Responsibilities include designing, building and deploying production systems using django, rest api, python, redis. Strong problem solving, communication and ownership expected."
3402,Product Analyst,Freshworks,Singapore,8+ years,$246K,"tableau, communication, sql, python, ab testing, linux","We are hiring a Product Analyst at Freshworks (Singapore). Experience: 8+ years. Required skills: tableau, communication, sql, python, ab testing, linux. Responsibilities include designing, building and deploying production systems using tableau, communication, sql, python. Strong problem solving, communication and ownership expected."
3403,AI Research Engineer,Databricks,Singapore,1-3 years,$116K,"python, deep learning, huggingface, llm, pytorch, research, transformers, rag, agile, problem solving","We are hiring a AI Research Engineer at Databricks (Singapore). Experience: 1-3 years. Required skills: python, deep learning, huggingface, llm, pytorch, research, transformers, rag, agile, problem solving. Responsibilities include designing, building and deploying production systems using python, deep learning, huggingface, llm. Strong problem solving, communication and ownership expected."
3404,QA Automation Engineer,Shopify,"Dublin, Ireland",3-5 years,$123K,"java, ci/cd, cypress, selenium, jira, testng, python, leadership, scrum, docker","We are hiring a QA Automation Engineer at Shopify (Dublin, Ireland). Experience: 3-5 years. Required skills: java, ci/cd, cypress, selenium, jira, testng, python, leadership, scrum, docker. Responsibilities include designing, building and deploying production systems using java, ci/cd, cypress, selenium. Strong problem solving, communication and ownership expected."
3405,Data Engineer,Databricks,Singapore,1-3 years,$232K,"sql, etl, hadoop, airflow, dbt, problem solving, communication","We are hiring a Data Engineer at Databricks (Singapore). Experience: 1-3 years. Required skills: sql, etl, hadoop, airflow, dbt, problem solving, communication. Responsibilities include designing, building and deploying production systems using sql, etl, hadoop, airflow. Strong problem solving, communication and ownership expected."
3406,Business Analyst,Paytm,Singapore,8+ years,$247K,"agile, jira, tableau, sql, excel, stakeholder management, power bi, problem solving, linux","We are hiring a Business Analyst at Paytm (Singapore). Experience: 8+ years. Required skills: agile, jira, tableau, sql, excel, stakeholder management, power bi, problem solving, linux. Responsibilities include designing, building and deploying production systems using agile, jira, tableau, sql. Strong problem solving, communication and ownership expected."
3407,Java Developer,Shopify,Pune,0-1 years,48 LPA,"spring, sql, java, docker, rest api, kafka, git","We are hiring a Java Developer at Shopify (Pune). Experience: 0-1 years. Required skills: spring, sql, java, docker, rest api, kafka, git. Responsibilities include designing, building and deploying production systems using spring, sql, java, docker. Strong problem solving, communication and ownership expected."
3408,Data Engineer,Mistral AI,Chennai,1-3 years,52 LPA,"snowflake, airflow, hadoop, aws, spark, sql, etl, pyspark, dbt, kafka, docker, communication, leadership","We are hiring a Data Engineer at Mistral AI (Chennai). Experience: 1-3 years. Required skills: snowflake, airflow, hadoop, aws, spark, sql, etl, pyspark, dbt, kafka, docker, communication, leadership. Responsibilities include designing, building and deploying production systems using snowflake, airflow, hadoop, aws. Strong problem solving, communication and ownership expected."
3409,Backend Developer,Uber,Mumbai,0-1 years,44 LPA,"redis, aws, flask, postgresql, django, python, rest api, linux, git","We are hiring a Backend Developer at Uber (Mumbai). Experience: 0-1 years. Required skills: redis, aws, flask, postgresql, django, python, rest api, linux, git. Responsibilities include designing, building and deploying production systems using redis, aws, flask, postgresql. Strong problem solving, communication and ownership expected."
3410,Data Scientist,CRED,"San Francisco, USA",2-4 years,$194K,"statistics, matplotlib, deep learning, scikit-learn, sql, python, nlp, scrum","We are hiring a Data Scientist at CRED (San Francisco, USA). Experience: 2-4 years. Required skills: statistics, matplotlib, deep learning, scikit-learn, sql, python, nlp, scrum. Responsibilities include designing, building and deploying production systems using statistics, matplotlib, deep learning, scikit-learn. Strong problem solving, communication and ownership expected."
3411,Product Analyst,Freshworks,Hyderabad,5-8 years,48 LPA,"statistics, tableau, python, ab testing, excel, communication, sql, problem solving, agile","We are hiring a Product Analyst at Freshworks (Hyderabad). Experience: 5-8 years. Required skills: statistics, tableau, python, ab testing, excel, communication, sql, problem solving, agile. Responsibilities include designing, building and deploying production systems using statistics, tableau, python, ab testing. Strong problem solving, communication and ownership expected."
3412,Data Scientist,Mistral AI,Gurgaon,3-5 years,33 LPA,"scikit-learn, nlp, pandas, matplotlib, numpy, sql, python, deep learning, statistics, docker, communication","We are hiring a Data Scientist at Mistral AI (Gurgaon). Experience: 3-5 years. Required skills: scikit-learn, nlp, pandas, matplotlib, numpy, sql, python, deep learning, statistics, docker, communication. Responsibilities include designing, building and deploying production systems using scikit-learn, nlp, pandas, matplotlib. Strong problem solving, communication and ownership expected."
3413,Security Engineer,ServiceNow,Bangalore,8+ years,27 LPA,"networking, penetration testing, python, docker, linux, aws, git, leadership, agile","We are hiring a Security Engineer at ServiceNow (Bangalore). Experience: 8+ years. Required skills: networking, penetration testing, python, docker, linux, aws, git, leadership, agile. Responsibilities include designing, building and deploying production systems using networking, penetration testing, python, docker. Strong problem solving, communication and ownership expected."
3414,Android Developer,Zoho,Gurgaon,1-3 years,58 LPA,"android, kotlin, java, jetpack compose, firebase, rest api, agile, communication","We are hiring a Android Developer at Zoho (Gurgaon). Experience: 1-3 years. Required skills: android, kotlin, java, jetpack compose, firebase, rest api, agile, communication. Responsibilities include designing, building and deploying production systems using android, kotlin, java, jetpack compose. Strong problem solving, communication and ownership expected."
3415,Full Stack Developer,Flipkart,Hyderabad,1-3 years,21 LPA,"javascript, mongodb, express, aws, node.js, docker, typescript, git, linux, agile","We are hiring a Full Stack Developer at Flipkart (Hyderabad). Experience: 1-3 years. Required skills: javascript, mongodb, express, aws, node.js, docker, typescript, git, linux, agile. Responsibilities include designing, building and deploying production systems using javascript, mongodb, express, aws. Strong problem solving, communication and ownership expected."
3416,Machine Learning Engineer,Capgemini,"Berlin, Germany",5-8 years,$164K,"scikit-learn, aws, docker, mlops, sagemaker, tensorflow, pytorch, python, kubernetes, leadership","We are hiring a Machine Learning Engineer at Capgemini (Berlin, Germany). Experience: 5-8 years. Required skills: scikit-learn, aws, docker, mlops, sagemaker, tensorflow, pytorch, python, kubernetes, leadership. Responsibilities include designing, building and deploying production systems using scikit-learn, aws, docker, mlops. Strong problem solving, communication and ownership expected."
3417,BI Developer,ServiceNow,"Toronto, Canada",0-1 years,$81K,"power bi, bigquery, sql, excel, looker, communication","We are hiring a BI Developer at ServiceNow (Toronto, Canada). Experience: 0-1 years. Required skills: power bi, bigquery, sql, excel, looker, communication. Responsibilities include designing, building and deploying production systems using power bi, bigquery, sql, excel. Strong problem solving, communication and ownership expected."
3418,AI Research Engineer,SAP,Hyderabad,1-3 years,36 LPA,"deep learning, transformers, llm, rag, huggingface, linux, git","We are hiring a AI Research Engineer at SAP (Hyderabad). Experience: 1-3 years. Required skills: deep learning, transformers, llm, rag, huggingface, linux, git. Responsibilities include designing, building and deploying production systems using deep learning, transformers, llm, rag. Strong problem solving, communication and ownership expected."
3419,Android Developer,TCS,Mumbai,2-4 years,8 LPA,"jetpack compose, android, firebase, java, kotlin, rest api, agile, scrum","We are hiring a Android Developer at TCS (Mumbai). Experience: 2-4 years. Required skills: jetpack compose, android, firebase, java, kotlin, rest api, agile, scrum. Responsibilities include designing, building and deploying production systems using jetpack compose, android, firebase, java. Strong problem solving, communication and ownership expected."
3420,Product Analyst,Databricks,Hyderabad,0-1 years,56 LPA,"tableau, statistics, ab testing, excel, python, linux, agile, leadership","We are hiring a Product Analyst at Databricks (Hyderabad). Experience: 0-1 years. Required skills: tableau, statistics, ab testing, excel, python, linux, agile, leadership. Responsibilities include designing, building and deploying production systems using tableau, statistics, ab testing, excel. Strong problem solving, communication and ownership expected."
3421,DevOps Engineer,Mistral AI,"Berlin, Germany",0-1 years,$105K,"linux, git, jenkins, kubernetes, ci/cd, scrum","We are hiring a DevOps Engineer at Mistral AI (Berlin, Germany). Experience: 0-1 years. Required skills: linux, git, jenkins, kubernetes, ci/cd, scrum. Responsibilities include designing, building and deploying production systems using linux, git, jenkins, kubernetes. Strong problem solving, communication and ownership expected."
3422,Frontend Developer,Uber,Bangalore,0-1 years,17 LPA,"css, redux, javascript, tailwind, typescript, react, next.js, communication, git","We are hiring a Frontend Developer at Uber (Bangalore). Experience: 0-1 years. Required skills: css, redux, javascript, tailwind, typescript, react, next.js, communication, git. Responsibilities include designing, building and deploying production systems using css, redux, javascript, tailwind. Strong problem solving, communication and ownership expected."
3423,DevOps Engineer,Databricks,Mumbai,1-3 years,31 LPA,"ansible, kubernetes, git, terraform, aws, docker, jenkins, agile, problem solving","We are hiring a DevOps Engineer at Databricks (Mumbai). Experience: 1-3 years. Required skills: ansible, kubernetes, git, terraform, aws, docker, jenkins, agile, problem solving. Responsibilities include designing, building and deploying production systems using ansible, kubernetes, git, terraform. Strong problem solving, communication and ownership expected."
3424,Recommendation Systems Engineer,ServiceNow,Singapore,8+ years,$206K,"machine learning, python, tensorflow, sql, aws, spark, recommendation system, linux, docker, git","We are hiring a Recommendation Systems Engineer at ServiceNow (Singapore). Experience: 8+ years. Required skills: machine learning, python, tensorflow, sql, aws, spark, recommendation system, linux, docker, git. Responsibilities include designing, building and deploying production systems using machine learning, python, tensorflow, sql. Strong problem solving, communication and ownership expected."
3425,NLP Engineer,Snowflake,"London, UK",0-1 years,$205K,"python, llm, rag, pytorch, transformers, huggingface, nlp, spacy, scrum","We are hiring a NLP Engineer at Snowflake (London, UK). Experience: 0-1 years. Required skills: python, llm, rag, pytorch, transformers, huggingface, nlp, spacy, scrum. Responsibilities include designing, building and deploying production systems using python, llm, rag, pytorch. Strong problem solving, communication and ownership expected."
3426,Database Administrator,Stripe,Pune,1-3 years,23 LPA,"sql, mongodb, postgresql, mysql, oracle, communication","We are hiring a Database Administrator at Stripe (Pune). Experience: 1-3 years. Required skills: sql, mongodb, postgresql, mysql, oracle, communication. Responsibilities include designing, building and deploying production systems using sql, mongodb, postgresql, mysql. Strong problem solving, communication and ownership expected."
3427,Security Engineer,Cohere,Pune,3-5 years,37 LPA,"python, docker, linux, networking, aws, penetration testing, git, communication","We are hiring a Security Engineer at Cohere (Pune). Experience: 3-5 years. Required skills: python, docker, linux, networking, aws, penetration testing, git, communication. Responsibilities include designing, building and deploying production systems using python, docker, linux, networking. Strong problem solving, communication and ownership expected."
3428,Java Developer,Netflix,Chennai,3-5 years,56 LPA,"rest api, spring, kafka, sql, microservices, docker, java, linux, agile","We are hiring a Java Developer at Netflix (Chennai). Experience: 3-5 years. Required skills: rest api, spring, kafka, sql, microservices, docker, java, linux, agile. Responsibilities include designing, building and deploying production systems using rest api, spring, kafka, sql. Strong problem solving, communication and ownership expected."
3429,SRE,Flipkart,"Dublin, Ireland",8+ years,$103K,"kubernetes, terraform, linux, python, grafana, prometheus, agile","We are hiring a SRE at Flipkart (Dublin, Ireland). Experience: 8+ years. Required skills: kubernetes, terraform, linux, python, grafana, prometheus, agile. Responsibilities include designing, building and deploying production systems using kubernetes, terraform, linux, python. Strong problem solving, communication and ownership expected."
3430,BI Developer,Scale AI,Delhi NCR,8+ years,51 LPA,"tableau, etl, looker, sql, bigquery, agile, aws, leadership","We are hiring a BI Developer at Scale AI (Delhi NCR). Experience: 8+ years. Required skills: tableau, etl, looker, sql, bigquery, agile, aws, leadership. Responsibilities include designing, building and deploying production systems using tableau, etl, looker, sql. Strong problem solving, communication and ownership expected."
